example_id,split,category_slug,weight_kg,length_cm,width_cm,height_cm,volume_cm3,origin_country_code,transport_mode,stock,moq,supplier_rating,target_offer_price_usd,feature_source,label_source,is_synthetic
offer-CRT-007-STD-2,train,creator-content-tools,0.060,8.00,6.00,3.00,144.000,MY,BULK,400,10,4.63,4.95,seed_derived,pseudo_formula,1
offer-CRT-007-STD-3,train,creator-content-tools,0.060,8.00,6.00,3.00,144.000,CN,LOCAL,90,1,4.61,5.83,seed_derived,pseudo_formula,1
offer-CRT-007-STD-4,train,creator-content-tools,0.060,8.00,6.00,3.00,144.000,SG,BULK,280,8,4.69,5.17,seed_derived,pseudo_formula,1
offer-CRT-008-STD-1,train,creator-content-tools,0.280,20.00,14.00,6.00,1680.000,MY,LOCAL,120,1,4.63,12.00,seed_derived,pseudo_formula,1
offer-CRT-008-STD-2,train,creator-content-tools,0.280,20.00,14.00,6.00,1680.000,MY,BULK,400,10,4.63,10.80,seed_derived,pseudo_formula,1
offer-CRT-008-STD-3,train,creator-content-tools,0.280,20.00,14.00,6.00,1680.000,CN,LOCAL,90,1,4.61,12.72,seed_derived,pseudo_formula,1
offer-CRT-008-STD-4,train,creator-content-tools,0.280,20.00,14.00,6.00,1680.000,SG,BULK,280,8,4.69,11.28,seed_derived,pseudo_formula,1
offer-CRT-009-STD-1,train,creator-content-tools,0.900,35.00,35.00,8.00,9800.000,MY,LOCAL,120,1,4.63,24.00,seed_derived,pseudo_formula,1
offer-CRT-009-STD-2,train,creator-content-tools,0.900,35.00,35.00,8.00,9800.000,MY,BULK,400,10,4.63,21.60,seed_derived,pseudo_formula,1
offer-CRT-009-STD-3,train,creator-content-tools,0.900,35.00,35.00,8.00,9800.000,CN,LOCAL,90,1,4.61,25.44,seed_derived,pseudo_formula,1
offer-CRT-009-STD-4,train,creator-content-tools,0.900,35.00,35.00,8.00,9800.000,SG,BULK,280,8,4.69,22.56,seed_derived,pseudo_formula,1
offer-CRT-010-STD-1,train,creator-content-tools,0.120,14.00,9.00,4.00,504.000,MY,LOCAL,120,1,4.63,14.00,seed_derived,pseudo_formula,1
offer-CRT-010-STD-2,train,creator-content-tools,0.120,14.00,9.00,4.00,504.000,MY,BULK,400,10,4.63,12.60,seed_derived,pseudo_formula,1
offer-CRT-010-STD-3,train,creator-content-tools,0.120,14.00,9.00,4.00,504.000,CN,LOCAL,90,1,4.61,14.84,seed_derived,pseudo_formula,1
offer-CRT-010-STD-4,train,creator-content-tools,0.120,14.00,9.00,4.00,504.000,SG,BULK,280,8,4.69,13.16,seed_derived,pseudo_formula,1
offer-CRT-011-STD-1,train,creator-content-tools,0.200,16.00,10.00,6.00,960.000,MY,LOCAL,120,1,4.63,9.00,seed_derived,pseudo_formula,1
offer-CRT-011-STD-2,train,creator-content-tools,0.200,16.00,10.00,6.00,960.000,MY,BULK,400,10,4.63,8.10,seed_derived,pseudo_formula,1
offer-CRT-011-STD-3,train,creator-content-tools,0.200,16.00,10.00,6.00,960.000,CN,LOCAL,90,1,4.61,9.54,seed_derived,pseudo_formula,1
offer-CRT-011-STD-4,train,creator-content-tools,0.200,16.00,10.00,6.00,960.000,SG,BULK,280,8,4.69,8.46,seed_derived,pseudo_formula,1
offer-CRT-012-STD-1,validation,creator-content-tools,0.220,30.00,22.00,5.00,3300.000,MY,LOCAL,120,1,4.63,8.60,seed_derived,pseudo_formula,1
offer-CRT-012-STD-2,validation,creator-content-tools,0.220,30.00,22.00,5.00,3300.000,MY,BULK,400,10,4.63,7.74,seed_derived,pseudo_formula,1
offer-CRT-012-STD-3,validation,creator-content-tools,0.220,30.00,22.00,5.00,3300.000,CN,LOCAL,90,1,4.61,9.12,seed_derived,pseudo_formula,1
offer-CRT-012-STD-4,validation,creator-content-tools,0.220,30.00,22.00,5.00,3300.000,SG,BULK,280,8,4.69,8.08,seed_derived,pseudo_formula,1
offer-PKG-001-STD-1,train,ecommerce-packaging-supplies,0.650,34.00,25.00,6.00,5100.000,VN,LOCAL,120,1,4.60,7.50,seed_derived,pseudo_formula,1
offer-PKG-001-STD-2,train,ecommerce-packaging-supplies,0.650,34.00,25.00,6.00,5100.000,VN,BULK,400,10,4.60,6.75,seed_derived,pseudo_formula,1
offer-PKG-001-STD-3,train,ecommerce-packaging-supplies,0.650,34.00,25.00,6.00,5100.000,CN,LOCAL,90,1,4.61,7.95,seed_derived,pseudo_formula,1
offer-PKG-001-STD-4,train,ecommerce-packaging-supplies,0.650,34.00,25.00,6.00,5100.000,TH,BULK,280,8,4.54,7.05,seed_derived,pseudo_formula,1
offer-PKG-002-STD-1,train,ecommerce-packaging-supplies,2.400,52.00,38.00,12.00,23712.000,VN,LOCAL,120,1,4.60,18.00,seed_derived,pseudo_formula,1
offer-PKG-002-STD-2,train,ecommerce-packaging-supplies,2.400,52.00,38.00,12.00,23712.000,VN,BULK,400,10,4.60,16.20,seed_derived,pseudo_formula,1
offer-PKG-002-STD-3,train,ecommerce-packaging-supplies,2.400,52.00,38.00,12.00,23712.000,CN,LOCAL,90,1,4.61,19.08,seed_derived,pseudo_formula,1
offer-PKG-002-STD-4,train,ecommerce-packaging-supplies,2.400,52.00,38.00,12.00,23712.000,TH,BULK,280,8,4.54,16.92,seed_derived,pseudo_formula,1
offer-PKG-003-STD-1,test,ecommerce-packaging-supplies,0.900,36.00,27.00,8.00,7776.000,VN,LOCAL,120,1,4.60,11.00,seed_derived,pseudo_formula,1
offer-PKG-003-STD-2,test,ecommerce-packaging-supplies,0.900,36.00,27.00,8.00,7776.000,VN,BULK,400,10,4.60,9.90,seed_derived,pseudo_formula,1
offer-PKG-003-STD-3,test,ecommerce-packaging-supplies,0.900,36.00,27.00,8.00,7776.000,CN,LOCAL,90,1,4.61,11.66,seed_derived,pseudo_formula,1
offer-PKG-003-STD-4,test,ecommerce-packaging-supplies,0.900,36.00,27.00,8.00,7776.000,TH,BULK,280,8,4.54,10.34,seed_derived,pseudo_formula,1
offer-PKG-004-STD-1,train,ecommerce-packaging-supplies,1.800,42.00,20.00,20.00,16800.000,VN,LOCAL,120,1,4.60,13.00,seed_derived,pseudo_formula,1
offer-PKG-004-STD-2,train,ecommerce-packaging-supplies,1.800,42.00,20.00,20.00,16800.000,VN,BULK,400,10,4.60,11.70,seed_derived,pseudo_formula,1
offer-PKG-004-STD-3,train,ecommerce-packaging-supplies,1.800,42.00,20.00,20.00,16800.000,CN,LOCAL,90,1,4.61,13.78,seed_derived,pseudo_formula,1
offer-PKG-004-STD-4,train,ecommerce-packaging-supplies,1.800,42.00,20.00,20.00,16800.000,TH,BULK,280,8,4.54,12.22,seed_derived,pseudo_formula,1
offer-PKG-005-STD-1,train,ecommerce-packaging-supplies,1.600,42.00,18.00,18.00,13608.000,VN,LOCAL,120,1,4.60,14.50,seed_derived,pseudo_formula,1
offer-PKG-005-STD-2,train,ecommerce-packaging-supplies,1.600,42.00,18.00,18.00,13608.000,VN,BULK,400,10,4.60,13.05,seed_derived,pseudo_formula,1
offer-PKG-005-STD-3,train,ecommerce-packaging-supplies,1.600,42.00,18.00,18.00,13608.000,CN,LOCAL,90,1,4.61,15.37,seed_derived,pseudo_formula,1
offer-PKG-005-STD-4,train,ecommerce-packaging-supplies,1.600,42.00,18.00,18.00,13608.000,TH,BULK,280,8,4.54,13.63,seed_derived,pseudo_formula,1
offer-PKG-006-STD-1,validation,ecommerce-packaging-supplies,0.850,24.00,16.00,8.00,3072.000,VN,LOCAL,120,1,4.60,8.20,seed_derived,pseudo_formula,1
offer-PKG-006-STD-2,validation,ecommerce-packaging-supplies,0.850,24.00,16.00,8.00,3072.000,VN,BULK,400,10,4.60,7.38,seed_derived,pseudo_formula,1
offer-PKG-006-STD-3,validation,ecommerce-packaging-supplies,0.850,24.00,16.00,8.00,3072.000,CN,LOCAL,90,1,4.61,8.69,seed_derived,pseudo_formula,1
offer-PKG-006-STD-4,validation,ecommerce-packaging-supplies,0.850,24.00,16.00,8.00,3072.000,TH,BULK,280,8,4.54,7.71,seed_derived,pseudo_formula,1
offer-PKG-007-STD-1,test,ecommerce-packaging-supplies,0.420,16.00,12.00,10.00,1920.000,VN,LOCAL,120,1,4.60,6.80,seed_derived,pseudo_formula,1
offer-PKG-007-STD-2,test,ecommerce-packaging-supplies,0.420,16.00,12.00,10.00,1920.000,VN,BULK,400,10,4.60,6.12,seed_derived,pseudo_formula,1
offer-PKG-007-STD-3,test,ecommerce-packaging-supplies,0.420,16.00,12.00,10.00,1920.000,CN,LOCAL,90,1,4.61,7.21,seed_derived,pseudo_formula,1
offer-PKG-007-STD-4,test,ecommerce-packaging-supplies,0.420,16.00,12.00,10.00,1920.000,TH,BULK,280,8,4.54,6.39,seed_derived,pseudo_formula,1
offer-PKG-008-STD-1,test,ecommerce-packaging-supplies,0.780,18.00,14.00,12.00,3024.000,VN,LOCAL,120,1,4.60,7.20,seed_derived,pseudo_formula,1
offer-PKG-008-STD-2,test,ecommerce-packaging-supplies,0.780,18.00,14.00,12.00,3024.000,VN,BULK,400,10,4.60,6.48,seed_derived,pseudo_formula,1
offer-PKG-008-STD-3,test,ecommerce-packaging-supplies,0.780,18.00,14.00,12.00,3024.000,CN,LOCAL,90,1,4.61,7.63,seed_derived,pseudo_formula,1
offer-PKG-008-STD-4,test,ecommerce-packaging-supplies,0.780,18.00,14.00,12.00,3024.000,TH,BULK,280,8,4.54,6.77,seed_derived,pseudo_formula,1
offer-PKG-009-STD-1,train,ecommerce-packaging-supplies,0.520,26.00,20.00,4.00,2080.000,VN,LOCAL,120,1,4.60,5.40,seed_derived,pseudo_formula,1
offer-PKG-009-STD-2,train,ecommerce-packaging-supplies,0.520,26.00,20.00,4.00,2080.000,VN,BULK,400,10,4.60,4.86,seed_derived,pseudo_formula,1
offer-PKG-009-STD-3,train,ecommerce-packaging-supplies,0.520,26.00,20.00,4.00,2080.000,CN,LOCAL,90,1,4.61,5.72,seed_derived,pseudo_formula,1
offer-PKG-009-STD-4,train,ecommerce-packaging-supplies,0.520,26.00,20.00,4.00,2080.000,TH,BULK,280,8,4.54,5.08,seed_derived,pseudo_formula,1
offer-PKG-010-STD-1,train,ecommerce-packaging-supplies,0.760,38.00,28.00,7.00,7448.000,VN,LOCAL,120,1,4.60,9.60,seed_derived,pseudo_formula,1
offer-PKG-010-STD-2,train,ecommerce-packaging-supplies,0.760,38.00,28.00,7.00,7448.000,VN,BULK,400,10,4.60,8.64,seed_derived,pseudo_formula,1
offer-PKG-010-STD-3,train,ecommerce-packaging-supplies,0.760,38.00,28.00,7.00,7448.000,CN,LOCAL,90,1,4.61,10.18,seed_derived,pseudo_formula,1
offer-PKG-010-STD-4,train,ecommerce-packaging-supplies,0.760,38.00,28.00,7.00,7448.000,TH,BULK,280,8,4.54,9.02,seed_derived,pseudo_formula,1
offer-PKG-011-STD-1,train,ecommerce-packaging-supplies,1.100,36.00,24.00,12.00,10368.000,VN,LOCAL,120,1,4.60,8.80,seed_derived,pseudo_formula,1
offer-PKG-011-STD-2,train,ecommerce-packaging-supplies,1.100,36.00,24.00,12.00,10368.000,VN,BULK,400,10,4.60,7.92,seed_derived,pseudo_formula,1
offer-PKG-011-STD-3,train,ecommerce-packaging-supplies,1.100,36.00,24.00,12.00,10368.000,CN,LOCAL,90,1,4.61,9.33,seed_derived,pseudo_formula,1
offer-PKG-011-STD-4,train,ecommerce-packaging-supplies,1.100,36.00,24.00,12.00,10368.000,TH,BULK,280,8,4.54,8.27,seed_derived,pseudo_formula,1
offer-PKG-012-STD-1,train,ecommerce-packaging-supplies,0.500,16.00,12.00,8.00,1536.000,VN,LOCAL,120,1,4.60,6.00,seed_derived,pseudo_formula,1
offer-PKG-012-STD-2,train,ecommerce-packaging-supplies,0.500,16.00,12.00,8.00,1536.000,VN,BULK,400,10,4.60,5.40,seed_derived,pseudo_formula,1
offer-PKG-012-STD-3,train,ecommerce-packaging-supplies,0.500,16.00,12.00,8.00,1536.000,CN,LOCAL,90,1,4.61,6.36,seed_derived,pseudo_formula,1
offer-PKG-012-STD-4,train,ecommerce-packaging-supplies,0.500,16.00,12.00,8.00,1536.000,TH,BULK,280,8,4.54,5.64,seed_derived,pseudo_formula,1
offer-HOS-001-STD-1,validation,home-organization-storage,1.200,42.00,32.00,18.00,24192.000,VN,LOCAL,120,1,4.60,12.00,seed_derived,pseudo_formula,1
offer-HOS-001-STD-2,validation,home-organization-storage,1.200,42.00,32.00,18.00,24192.000,VN,BULK,400,10,4.60,10.80,seed_derived,pseudo_formula,1
offer-HOS-001-STD-3,validation,home-organization-storage,1.200,42.00,32.00,18.00,24192.000,TR,LOCAL,90,1,4.58,12.72,seed_derived,pseudo_formula,1
offer-HOS-001-STD-4,validation,home-organization-storage,1.200,42.00,32.00,18.00,24192.000,CN,BULK,280,8,4.61,11.28,seed_derived,pseudo_formula,1
offer-HOS-002-STD-1,train,home-organization-storage,0.650,40.00,30.00,8.00,9600.000,VN,LOCAL,120,1,4.60,8.50,seed_derived,pseudo_formula,1
offer-HOS-002-STD-2,train,home-organization-storage,0.650,40.00,30.00,8.00,9600.000,VN,BULK,400,10,4.60,7.65,seed_derived,pseudo_formula,1
offer-HOS-002-STD-3,train,home-organization-storage,0.650,40.00,30.00,8.00,9600.000,TR,LOCAL,90,1,4.58,9.01,seed_derived,pseudo_formula,1
offer-HOS-002-STD-4,train,home-organization-storage,0.650,40.00,30.00,8.00,9600.000,CN,BULK,280,8,4.61,7.99,seed_derived,pseudo_formula,1
offer-HOS-003-STD-1,train,home-organization-storage,0.750,44.00,12.00,8.00,4224.000,VN,LOCAL,120,1,4.60,9.80,seed_derived,pseudo_formula,1
offer-HOS-003-STD-2,train,home-organization-storage,0.750,44.00,12.00,8.00,4224.000,VN,BULK,400,10,4.60,8.82,seed_derived,pseudo_formula,1
offer-HOS-003-STD-3,train,home-organization-storage,0.750,44.00,12.00,8.00,4224.000,TR,LOCAL,90,1,4.58,10.39,seed_derived,pseudo_formula,1
offer-HOS-003-STD-4,train,home-organization-storage,0.750,44.00,12.00,8.00,4224.000,CN,BULK,280,8,4.61,9.21,seed_derived,pseudo_formula,1
offer-HOS-004-STD-1,test,home-organization-storage,1.100,42.00,32.00,10.00,13440.000,VN,LOCAL,120,1,4.60,14.00,seed_derived,pseudo_formula,1
offer-HOS-004-STD-2,test,home-organization-storage,1.100,42.00,32.00,10.00,13440.000,VN,BULK,400,10,4.60,12.60,seed_derived,pseudo_formula,1
offer-HOS-004-STD-3,test,home-organization-storage,1.100,42.00,32.00,10.00,13440.000,TR,LOCAL,90,1,4.58,14.84,seed_derived,pseudo_formula,1
offer-HOS-004-STD-4,test,home-organization-storage,1.100,42.00,32.00,10.00,13440.000,CN,BULK,280,8,4.61,13.16,seed_derived,pseudo_formula,1
offer-HOS-005-STD-1,train,home-organization-storage,0.850,38.00,30.00,9.00,10260.000,VN,LOCAL,120,1,4.60,11.50,seed_derived,pseudo_formula,1
offer-HOS-005-STD-2,train,home-organization-storage,0.850,38.00,30.00,9.00,10260.000,VN,BULK,400,10,4.60,10.35,seed_derived,pseudo_formula,1
offer-HOS-005-STD-3,train,home-organization-storage,0.850,38.00,30.00,9.00,10260.000,TR,LOCAL,90,1,4.58,12.19,seed_derived,pseudo_formula,1
offer-HOS-005-STD-4,train,home-organization-storage,0.850,38.00,30.00,9.00,10260.000,CN,BULK,280,8,4.61,10.81,seed_derived,pseudo_formula,1
offer-HOS-006-STD-1,test,home-organization-storage,0.520,34.00,30.00,5.00,5100.000,VN,LOCAL,120,1,4.60,6.80,seed_derived,pseudo_formula,1
offer-HOS-006-STD-2,test,home-organization-storage,0.520,34.00,30.00,5.00,5100.000,VN,BULK,400,10,4.60,6.12,seed_derived,pseudo_formula,1
offer-HOS-006-STD-3,test,home-organization-storage,0.520,34.00,30.00,5.00,5100.000,TR,LOCAL,90,1,4.58,7.21,seed_derived,pseudo_formula,1
offer-HOS-006-STD-4,test,home-organization-storage,0.520,34.00,30.00,5.00,5100.000,CN,BULK,280,8,4.61,6.39,seed_derived,pseudo_formula,1
offer-HOS-007-STD-1,test,home-organization-storage,0.900,34.00,22.00,8.00,5984.000,VN,LOCAL,120,1,4.60,10.00,seed_derived,pseudo_formula,1
offer-HOS-007-STD-2,test,home-organization-storage,0.900,34.00,22.00,8.00,5984.000,VN,BULK,400,10,4.60,9.00,seed_derived,pseudo_formula,1
offer-HOS-007-STD-3,test,home-organization-storage,0.900,34.00,22.00,8.00,5984.000,TR,LOCAL,90,1,4.58,10.60,seed_derived,pseudo_formula,1
offer-HOS-007-STD-4,test,home-organization-storage,0.900,34.00,22.00,8.00,5984.000,CN,BULK,280,8,4.61,9.40,seed_derived,pseudo_formula,1
offer-HOS-008-STD-1,train,home-organization-storage,0.720,36.00,24.00,10.00,8640.000,VN,LOCAL,120,1,4.60,7.50,seed_derived,pseudo_formula,1
offer-HOS-008-STD-2,train,home-organization-storage,0.720,36.00,24.00,10.00,8640.000,VN,BULK,400,10,4.60,6.75,seed_derived,pseudo_formula,1
offer-HOS-008-STD-3,train,home-organization-storage,0.720,36.00,24.00,10.00,8640.000,TR,LOCAL,90,1,4.58,7.95,seed_derived,pseudo_formula,1
offer-HOS-008-STD-4,train,home-organization-storage,0.720,36.00,24.00,10.00,8640.000,CN,BULK,280,8,4.61,7.05,seed_derived,pseudo_formula,1
offer-HOS-009-STD-1,train,home-organization-storage,0.480,30.00,14.00,12.00,5040.000,VN,LOCAL,120,1,4.60,5.90,seed_derived,pseudo_formula,1
offer-HOS-009-STD-2,train,home-organization-storage,0.480,30.00,14.00,12.00,5040.000,VN,BULK,400,10,4.60,5.31,seed_derived,pseudo_formula,1
offer-HOS-009-STD-3,train,home-organization-storage,0.480,30.00,14.00,12.00,5040.000,TR,LOCAL,90,1,4.58,6.25,seed_derived,pseudo_formula,1
offer-HOS-009-STD-4,train,home-organization-storage,0.480,30.00,14.00,12.00,5040.000,CN,BULK,280,8,4.61,5.55,seed_derived,pseudo_formula,1
offer-HOS-010-STD-1,train,home-organization-storage,0.680,28.00,18.00,16.00,8064.000,VN,LOCAL,120,1,4.60,9.20,seed_derived,pseudo_formula,1
offer-HOS-010-STD-2,train,home-organization-storage,0.680,28.00,18.00,16.00,8064.000,VN,BULK,400,10,4.60,8.28,seed_derived,pseudo_formula,1
offer-HOS-010-STD-3,train,home-organization-storage,0.680,28.00,18.00,16.00,8064.000,TR,LOCAL,90,1,4.58,9.75,seed_derived,pseudo_formula,1
offer-HOS-010-STD-4,train,home-organization-storage,0.680,28.00,18.00,16.00,8064.000,CN,BULK,280,8,4.61,8.65,seed_derived,pseudo_formula,1
offer-HOS-011-STD-1,train,home-organization-storage,0.900,36.00,28.00,9.00,9072.000,VN,LOCAL,120,1,4.60,12.50,seed_derived,pseudo_formula,1
offer-HOS-011-STD-2,train,home-organization-storage,0.900,36.00,28.00,9.00,9072.000,VN,BULK,400,10,4.60,11.25,seed_derived,pseudo_formula,1
offer-HOS-011-STD-3,train,home-organization-storage,0.900,36.00,28.00,9.00,9072.000,TR,LOCAL,90,1,4.58,13.25,seed_derived,pseudo_formula,1
offer-HOS-011-STD-4,train,home-organization-storage,0.900,36.00,28.00,9.00,9072.000,CN,BULK,280,8,4.61,11.75,seed_derived,pseudo_formula,1
offer-HOS-012-STD-1,train,home-organization-storage,3.200,48.00,36.00,18.00,31104.000,VN,LOCAL,120,1,4.60,32.00,seed_derived,pseudo_formula,1
offer-HOS-012-STD-2,train,home-organization-storage,3.200,48.00,36.00,18.00,31104.000,VN,BULK,400,10,4.60,28.80,seed_derived,pseudo_formula,1
offer-HOS-012-STD-3,train,home-organization-storage,3.200,48.00,36.00,18.00,31104.000,TR,LOCAL,90,1,4.58,33.92,seed_derived,pseudo_formula,1
offer-HOS-012-STD-4,train,home-organization-storage,3.200,48.00,36.00,18.00,31104.000,CN,BULK,280,8,4.61,30.08,seed_derived,pseudo_formula,1
offer-FAS-001-STD-1,test,fashion-accessories,0.220,24.00,12.00,5.00,1440.000,TR,LOCAL,120,1,4.58,7.50,seed_derived,pseudo_formula,1
offer-FAS-001-STD-2,test,fashion-accessories,0.220,24.00,12.00,5.00,1440.000,TR,BULK,400,10,4.58,6.75,seed_derived,pseudo_formula,1
offer-FAS-001-STD-3,test,fashion-accessories,0.220,24.00,12.00,5.00,1440.000,IN,LOCAL,90,1,4.57,7.95,seed_derived,pseudo_formula,1
offer-FAS-001-STD-4,test,fashion-accessories,0.220,24.00,12.00,5.00,1440.000,TH,BULK,280,8,4.54,7.05,seed_derived,pseudo_formula,1
offer-FAS-002-STD-1,train,fashion-accessories,0.180,22.00,12.00,5.00,1320.000,TR,LOCAL,120,1,4.58,5.80,seed_derived,pseudo_formula,1
offer-FAS-002-STD-2,train,fashion-accessories,0.180,22.00,12.00,5.00,1320.000,TR,BULK,400,10,4.58,5.22,seed_derived,pseudo_formula,1
offer-FAS-002-STD-3,train,fashion-accessories,0.180,22.00,12.00,5.00,1320.000,IN,LOCAL,90,1,4.57,6.15,seed_derived,pseudo_formula,1
offer-FAS-002-STD-4,train,fashion-accessories,0.180,22.00,12.00,5.00,1320.000,TH,BULK,280,8,4.54,5.45,seed_derived,pseudo_formula,1
offer-FAS-003-STD-1,test,fashion-accessories,0.350,28.00,20.00,6.00,3360.000,TR,LOCAL,120,1,4.58,13.00,seed_derived,pseudo_formula,1
offer-FAS-003-STD-2,test,fashion-accessories,0.350,28.00,20.00,6.00,3360.000,TR,BULK,400,10,4.58,11.70,seed_derived,pseudo_formula,1
offer-FAS-003-STD-3,test,fashion-accessories,0.350,28.00,20.00,6.00,3360.000,IN,LOCAL,90,1,4.57,13.78,seed_derived,pseudo_formula,1
offer-FAS-003-STD-4,test,fashion-accessories,0.350,28.00,20.00,6.00,3360.000,TH,BULK,280,8,4.54,12.22,seed_derived,pseudo_formula,1
offer-FAS-004-STD-1,train,fashion-accessories,0.160,24.00,20.00,12.00,5760.000,TR,LOCAL,120,1,4.58,6.80,seed_derived,pseudo_formula,1
offer-FAS-004-STD-2,train,fashion-accessories,0.160,24.00,20.00,12.00,5760.000,TR,BULK,400,10,4.58,6.12,seed_derived,pseudo_formula,1
offer-FAS-004-STD-3,train,fashion-accessories,0.160,24.00,20.00,12.00,5760.000,IN,LOCAL,90,1,4.57,7.21,seed_derived,pseudo_formula,1
offer-FAS-004-STD-4,train,fashion-accessories,0.160,24.00,20.00,12.00,5760.000,TH,BULK,280,8,4.54,6.39,seed_derived,pseudo_formula,1
offer-FAS-005-STD-1,train,fashion-accessories,0.150,24.00,20.00,8.00,3840.000,TR,LOCAL,120,1,4.58,6.50,seed_derived,pseudo_formula,1
offer-FAS-005-STD-2,train,fashion-accessories,0.150,24.00,20.00,8.00,3840.000,TR,BULK,400,10,4.58,5.85,seed_derived,pseudo_formula,1
offer-FAS-005-STD-3,train,fashion-accessories,0.150,24.00,20.00,8.00,3840.000,IN,LOCAL,90,1,4.57,6.89,seed_derived,pseudo_formula,1
offer-FAS-005-STD-4,train,fashion-accessories,0.150,24.00,20.00,8.00,3840.000,TH,BULK,280,8,4.54,6.11,seed_derived,pseudo_formula,1
offer-FAS-006-STD-1,train,fashion-accessories,0.100,16.00,11.00,5.00,880.000,TR,LOCAL,120,1,4.58,3.80,seed_derived,pseudo_formula,1
offer-FAS-006-STD-2,train,fashion-accessories,0.100,16.00,11.00,5.00,880.000,TR,BULK,400,10,4.58,3.42,seed_derived,pseudo_formula,1
offer-FAS-006-STD-3,train,fashion-accessories,0.100,16.00,11.00,5.00,880.000,IN,LOCAL,90,1,4.57,4.03,seed_derived,pseudo_formula,1
offer-FAS-006-STD-4,train,fashion-accessories,0.100,16.00,11.00,5.00,880.000,TH,BULK,280,8,4.54,3.57,seed_derived,pseudo_formula,1
offer-FAS-007-STD-1,validation,fashion-accessories,0.120,18.00,14.00,4.00,1008.000,TR,LOCAL,120,1,4.58,4.20,seed_derived,pseudo_formula,1
offer-FAS-007-STD-2,validation,fashion-accessories,0.120,18.00,14.00,4.00,1008.000,TR,BULK,400,10,4.58,3.78,seed_derived,pseudo_formula,1
offer-FAS-007-STD-3,validation,fashion-accessories,0.120,18.00,14.00,4.00,1008.000,IN,LOCAL,90,1,4.57,4.45,seed_derived,pseudo_formula,1
offer-FAS-007-STD-4,validation,fashion-accessories,0.120,18.00,14.00,4.00,1008.000,TH,BULK,280,8,4.54,3.95,seed_derived,pseudo_formula,1
offer-FAS-008-STD-1,test,fashion-accessories,0.090,12.00,9.00,3.00,324.000,TR,LOCAL,120,1,4.58,5.40,seed_derived,pseudo_formula,1
offer-FAS-008-STD-2,test,fashion-accessories,0.090,12.00,9.00,3.00,324.000,TR,BULK,400,10,4.58,4.86,seed_derived,pseudo_formula,1
offer-FAS-008-STD-3,test,fashion-accessories,0.090,12.00,9.00,3.00,324.000,IN,LOCAL,90,1,4.57,5.72,seed_derived,pseudo_formula,1
offer-FAS-008-STD-4,test,fashion-accessories,0.090,12.00,9.00,3.00,324.000,TH,BULK,280,8,4.54,5.08,seed_derived,pseudo_formula,1
offer-FAS-009-STD-1,train,fashion-accessories,0.080,12.00,9.00,3.00,324.000,TR,LOCAL,120,1,4.58,6.00,seed_derived,pseudo_formula,1
offer-FAS-009-STD-2,train,fashion-accessories,0.080,12.00,9.00,3.00,324.000,TR,BULK,400,10,4.58,5.40,seed_derived,pseudo_formula,1
offer-FAS-009-STD-3,train,fashion-accessories,0.080,12.00,9.00,3.00,324.000,IN,LOCAL,90,1,4.57,6.36,seed_derived,pseudo_formula,1
offer-FAS-009-STD-4,train,fashion-accessories,0.080,12.00,9.00,3.00,324.000,TH,BULK,280,8,4.54,5.64,seed_derived,pseudo_formula,1
offer-FAS-010-STD-1,train,fashion-accessories,0.140,18.00,8.00,6.00,864.000,TR,LOCAL,120,1,4.58,4.60,seed_derived,pseudo_formula,1
offer-FAS-010-STD-2,train,fashion-accessories,0.140,18.00,8.00,6.00,864.000,TR,BULK,400,10,4.58,4.14,seed_derived,pseudo_formula,1
offer-FAS-010-STD-3,train,fashion-accessories,0.140,18.00,8.00,6.00,864.000,IN,LOCAL,90,1,4.57,4.88,seed_derived,pseudo_formula,1
offer-FAS-010-STD-4,train,fashion-accessories,0.140,18.00,8.00,6.00,864.000,TH,BULK,280,8,4.54,4.32,seed_derived,pseudo_formula,1
offer-FAS-011-STD-1,train,fashion-accessories,0.220,14.00,11.00,4.00,616.000,TR,LOCAL,120,1,4.58,9.50,seed_derived,pseudo_formula,1
offer-FAS-011-STD-2,train,fashion-accessories,0.220,14.00,11.00,4.00,616.000,TR,BULK,400,10,4.58,8.55,seed_derived,pseudo_formula,1
offer-FAS-011-STD-3,train,fashion-accessories,0.220,14.00,11.00,4.00,616.000,IN,LOCAL,90,1,4.57,10.07,seed_derived,pseudo_formula,1
offer-FAS-011-STD-4,train,fashion-accessories,0.220,14.00,11.00,4.00,616.000,TH,BULK,280,8,4.54,8.93,seed_derived,pseudo_formula,1
offer-FAS-012-STD-1,train,fashion-accessories,0.650,42.00,30.00,8.00,10080.000,TR,LOCAL,120,1,4.58,18.00,seed_derived,pseudo_formula,1
offer-FAS-012-STD-2,train,fashion-accessories,0.650,42.00,30.00,8.00,10080.000,TR,BULK,400,10,4.58,16.20,seed_derived,pseudo_formula,1
offer-FAS-012-STD-3,train,fashion-accessories,0.650,42.00,30.00,8.00,10080.000,IN,LOCAL,90,1,4.57,19.08,seed_derived,pseudo_formula,1
offer-FAS-012-STD-4,train,fashion-accessories,0.650,42.00,30.00,8.00,10080.000,TH,BULK,280,8,4.54,16.92,seed_derived,pseudo_formula,1
offer-BTY-001-STD-1,train,beauty-tools-accessories,0.320,24.00,15.00,5.00,1800.000,CN,LOCAL,120,1,4.61,11.00,seed_derived,pseudo_formula,1
