source_revision,product_id,product_slug,category_slug,country_code,feature_source,is_synthetic
20260730_04,112,xiaomi-redmi-13c,phones,SG,seed_derived,1
20260730_04,112,xiaomi-redmi-13c,phones,TH,seed_derived,1
20260730_04,113,oppo-reno-11-pro,phones,CN,seed_derived,1
20260730_04,113,oppo-reno-11-pro,phones,SG,seed_derived,1
20260730_04,113,oppo-reno-11-pro,phones,TH,seed_derived,1
20260730_04,114,oppo-a79-5g,phones,CN,seed_derived,1
20260730_04,114,oppo-a79-5g,phones,SG,seed_derived,1
20260730_04,114,oppo-a79-5g,phones,TH,seed_derived,1
20260730_04,115,vivo-v29-pro,phones,CN,seed_derived,1
20260730_04,115,vivo-v29-pro,phones,SG,seed_derived,1
20260730_04,115,vivo-v29-pro,phones,TH,seed_derived,1
20260730_04,116,vivo-y100,phones,CN,seed_derived,1
20260730_04,116,vivo-y100,phones,SG,seed_derived,1
20260730_04,116,vivo-y100,phones,TH,seed_derived,1
20260730_04,117,realme-12-pro-plus,phones,CN,seed_derived,1
20260730_04,117,realme-12-pro-plus,phones,SG,seed_derived,1
20260730_04,117,realme-12-pro-plus,phones,TH,seed_derived,1
20260730_04,118,realme-c67,phones,CN,seed_derived,1
20260730_04,118,realme-c67,phones,SG,seed_derived,1
20260730_04,118,realme-c67,phones,TH,seed_derived,1
20260730_04,119,tecno-spark-20-pro,phones,CN,seed_derived,1
20260730_04,119,tecno-spark-20-pro,phones,SG,seed_derived,1
20260730_04,119,tecno-spark-20-pro,phones,TH,seed_derived,1
20260730_04,120,tecno-camon-20,phones,CN,seed_derived,1
20260730_04,120,tecno-camon-20,phones,SG,seed_derived,1
20260730_04,120,tecno-camon-20,phones,TH,seed_derived,1
20260730_04,121,infinix-note-40-pro,phones,CN,seed_derived,1
20260730_04,121,infinix-note-40-pro,phones,SG,seed_derived,1
20260730_04,121,infinix-note-40-pro,phones,TH,seed_derived,1
20260730_04,122,infinix-hot-40i,phones,CN,seed_derived,1
20260730_04,122,infinix-hot-40i,phones,SG,seed_derived,1
20260730_04,122,infinix-hot-40i,phones,TH,seed_derived,1
20260730_04,123,motorola-edge-50-pro,phones,CN,seed_derived,1
20260730_04,123,motorola-edge-50-pro,phones,SG,seed_derived,1
20260730_04,123,motorola-edge-50-pro,phones,TH,seed_derived,1
20260730_04,124,motorola-moto-g85,phones,CN,seed_derived,1
20260730_04,124,motorola-moto-g85,phones,SG,seed_derived,1
20260730_04,124,motorola-moto-g85,phones,TH,seed_derived,1
20260730_04,125,nokia-g42-5g,phones,CN,seed_derived,1
20260730_04,125,nokia-g42-5g,phones,SG,seed_derived,1
20260730_04,125,nokia-g42-5g,phones,TH,seed_derived,1
20260730_04,126,sony-xperia-10-vi,phones,CN,seed_derived,1
20260730_04,126,sony-xperia-10-vi,phones,SG,seed_derived,1
20260730_04,126,sony-xperia-10-vi,phones,TH,seed_derived,1
20260730_04,127,google-pixel-8a,phones,CN,seed_derived,1
20260730_04,127,google-pixel-8a,phones,SG,seed_derived,1
20260730_04,127,google-pixel-8a,phones,TH,seed_derived,1
20260730_04,128,oneplus-12r,phones,CN,seed_derived,1
20260730_04,128,oneplus-12r,phones,SG,seed_derived,1
20260730_04,128,oneplus-12r,phones,TH,seed_derived,1
20260730_04,129,honor-90-smart,phones,CN,seed_derived,1
20260730_04,129,honor-90-smart,phones,SG,seed_derived,1
20260730_04,129,honor-90-smart,phones,TH,seed_derived,1
20260730_04,130,apple-ipad-air-m2-11,electronics,CN,seed_derived,1
20260730_04,130,apple-ipad-air-m2-11,electronics,SG,seed_derived,1
20260730_04,130,apple-ipad-air-m2-11,electronics,TH,seed_derived,1
20260730_04,131,samsung-galaxy-tab-s9-fe,electronics,CN,seed_derived,1
20260730_04,131,samsung-galaxy-tab-s9-fe,electronics,SG,seed_derived,1
20260730_04,131,samsung-galaxy-tab-s9-fe,electronics,TH,seed_derived,1
20260730_04,132,sony-wh-1000xm5-headphones,electronics,CN,seed_derived,1
20260730_04,132,sony-wh-1000xm5-headphones,electronics,SG,seed_derived,1
20260730_04,132,sony-wh-1000xm5-headphones,electronics,TH,seed_derived,1
20260730_04,133,jbl-charge-5-speaker,electronics,CN,seed_derived,1
20260730_04,133,jbl-charge-5-speaker,electronics,SG,seed_derived,1
20260730_04,133,jbl-charge-5-speaker,electronics,TH,seed_derived,1
20260730_04,134,apple-watch-series-9-45mm,electronics,CN,seed_derived,1
20260730_04,134,apple-watch-series-9-45mm,electronics,SG,seed_derived,1
20260730_04,134,apple-watch-series-9-45mm,electronics,TH,seed_derived,1
20260730_04,135,samsung-galaxy-watch-6,electronics,CN,seed_derived,1
20260730_04,135,samsung-galaxy-watch-6,electronics,SG,seed_derived,1
20260730_04,135,samsung-galaxy-watch-6,electronics,TH,seed_derived,1
20260730_04,136,garmin-forerunner-265,electronics,CN,seed_derived,1
20260730_04,136,garmin-forerunner-265,electronics,SG,seed_derived,1
20260730_04,136,garmin-forerunner-265,electronics,TH,seed_derived,1
20260730_04,137,anker-737-power-bank-24k,electronics,CN,seed_derived,1
20260730_04,137,anker-737-power-bank-24k,electronics,SG,seed_derived,1
20260730_04,137,anker-737-power-bank-24k,electronics,TH,seed_derived,1
20260730_04,138,baseus-65w-gan-charger,electronics,CN,seed_derived,1
20260730_04,138,baseus-65w-gan-charger,electronics,SG,seed_derived,1
20260730_04,138,baseus-65w-gan-charger,electronics,TH,seed_derived,1
20260730_04,139,xiaomi-smart-tv-a2-43,electronics,CN,seed_derived,1
20260730_04,139,xiaomi-smart-tv-a2-43,electronics,SG,seed_derived,1
20260730_04,139,xiaomi-smart-tv-a2-43,electronics,TH,seed_derived,1
20260730_04,140,philips-27-4k-monitor,electronics,CN,seed_derived,1
20260730_04,140,philips-27-4k-monitor,electronics,SG,seed_derived,1
20260730_04,140,philips-27-4k-monitor,electronics,TH,seed_derived,1
20260730_04,141,logitech-mx-master-3s-mouse,electronics,CN,seed_derived,1
20260730_04,141,logitech-mx-master-3s-mouse,electronics,SG,seed_derived,1
20260730_04,141,logitech-mx-master-3s-mouse,electronics,TH,seed_derived,1
20260730_04,142,keychron-k2-pro-keyboard,electronics,CN,seed_derived,1
20260730_04,142,keychron-k2-pro-keyboard,electronics,SG,seed_derived,1
20260730_04,142,keychron-k2-pro-keyboard,electronics,TH,seed_derived,1
20260730_04,143,jbl-earbuds-live-pro-2,electronics,CN,seed_derived,1
20260730_04,143,jbl-earbuds-live-pro-2,electronics,SG,seed_derived,1
20260730_04,143,jbl-earbuds-live-pro-2,electronics,TH,seed_derived,1
20260730_04,144,xiaomi-smart-band-8-pro,electronics,CN,seed_derived,1
20260730_04,144,xiaomi-smart-band-8-pro,electronics,SG,seed_derived,1
20260730_04,144,xiaomi-smart-band-8-pro,electronics,TH,seed_derived,1
20260730_04,145,tp-link-deco-xe75-mesh-wifi,electronics,CN,seed_derived,1
20260730_04,145,tp-link-deco-xe75-mesh-wifi,electronics,SG,seed_derived,1
20260730_04,145,tp-link-deco-xe75-mesh-wifi,electronics,TH,seed_derived,1
20260730_04,146,canon-eos-r50-camera,electronics,CN,seed_derived,1
20260730_04,146,canon-eos-r50-camera,electronics,SG,seed_derived,1
20260730_04,146,canon-eos-r50-camera,electronics,TH,seed_derived,1
20260730_04,147,dji-mini-4-pro-drone,electronics,CN,seed_derived,1
20260730_04,147,dji-mini-4-pro-drone,electronics,SG,seed_derived,1
20260730_04,147,dji-mini-4-pro-drone,electronics,TH,seed_derived,1
20260730_04,148,nintendo-switch-oled,electronics,CN,seed_derived,1
20260730_04,148,nintendo-switch-oled,electronics,SG,seed_derived,1
20260730_04,148,nintendo-switch-oled,electronics,TH,seed_derived,1
20260730_04,149,xiaomi-portable-laser-projector,electronics,CN,seed_derived,1
20260730_04,149,xiaomi-portable-laser-projector,electronics,SG,seed_derived,1
20260730_04,149,xiaomi-portable-laser-projector,electronics,TH,seed_derived,1
20260730_04,150,anker-soundcore-liberty-4-nc,electronics,CN,seed_derived,1
20260730_04,150,anker-soundcore-liberty-4-nc,electronics,SG,seed_derived,1
20260730_04,150,anker-soundcore-liberty-4-nc,electronics,TH,seed_derived,1
20260730_04,151,belkin-boostcharge-pro-3-in-1,electronics,CN,seed_derived,1
20260730_04,151,belkin-boostcharge-pro-3-in-1,electronics,SG,seed_derived,1
20260730_04,151,belkin-boostcharge-pro-3-in-1,electronics,TH,seed_derived,1
20260730_04,152,nvidia-geforce-rtx-4060-ti,pc-components,CN,seed_derived,1
20260730_04,152,nvidia-geforce-rtx-4060-ti,pc-components,SG,seed_derived,1
20260730_04,152,nvidia-geforce-rtx-4060-ti,pc-components,TH,seed_derived,1
20260730_04,153,amd-radeon-rx-7600-xt,pc-components,CN,seed_derived,1
20260730_04,153,amd-radeon-rx-7600-xt,pc-components,SG,seed_derived,1
20260730_04,153,amd-radeon-rx-7600-xt,pc-components,TH,seed_derived,1
20260730_04,154,intel-core-i9-14900k,pc-components,CN,seed_derived,1
20260730_04,154,intel-core-i9-14900k,pc-components,SG,seed_derived,1
20260730_04,154,intel-core-i9-14900k,pc-components,TH,seed_derived,1
20260730_04,155,amd-ryzen-9-7950x,pc-components,CN,seed_derived,1
20260730_04,155,amd-ryzen-9-7950x,pc-components,SG,seed_derived,1
20260730_04,155,amd-ryzen-9-7950x,pc-components,TH,seed_derived,1
20260730_04,156,intel-core-i5-14600k,pc-components,CN,seed_derived,1
20260730_04,156,intel-core-i5-14600k,pc-components,SG,seed_derived,1
20260730_04,156,intel-core-i5-14600k,pc-components,TH,seed_derived,1
20260730_04,157,amd-ryzen-5-7600x,pc-components,CN,seed_derived,1
20260730_04,157,amd-ryzen-5-7600x,pc-components,SG,seed_derived,1
20260730_04,157,amd-ryzen-5-7600x,pc-components,TH,seed_derived,1
20260730_04,158,kingston-fury-beast-32gb-ddr5,pc-components,CN,seed_derived,1
20260730_04,158,kingston-fury-beast-32gb-ddr5,pc-components,SG,seed_derived,1
20260730_04,158,kingston-fury-beast-32gb-ddr5,pc-components,TH,seed_derived,1
20260730_04,159,corsair-vengeance-16gb-ddr5,pc-components,CN,seed_derived,1
20260730_04,159,corsair-vengeance-16gb-ddr5,pc-components,SG,seed_derived,1
20260730_04,159,corsair-vengeance-16gb-ddr5,pc-components,TH,seed_derived,1
20260730_04,160,samsung-980-pro-2tb-nvme-ssd,pc-components,CN,seed_derived,1
20260730_04,160,samsung-980-pro-2tb-nvme-ssd,pc-components,SG,seed_derived,1
20260730_04,160,samsung-980-pro-2tb-nvme-ssd,pc-components,TH,seed_derived,1
20260730_04,161,wd-black-sn850x-1tb-ssd,pc-components,CN,seed_derived,1
20260730_04,161,wd-black-sn850x-1tb-ssd,pc-components,SG,seed_derived,1
20260730_04,161,wd-black-sn850x-1tb-ssd,pc-components,TH,seed_derived,1
20260730_04,162,seagate-barracuda-4tb-hdd,pc-components,CN,seed_derived,1
20260730_04,162,seagate-barracuda-4tb-hdd,pc-components,SG,seed_derived,1
20260730_04,162,seagate-barracuda-4tb-hdd,pc-components,TH,seed_derived,1
20260730_04,163,asus-rog-strix-b650-f-gaming,pc-components,CN,seed_derived,1
20260730_04,163,asus-rog-strix-b650-f-gaming,pc-components,SG,seed_derived,1
20260730_04,163,asus-rog-strix-b650-f-gaming,pc-components,TH,seed_derived,1
20260730_04,164,msi-mag-b760-tomahawk-wifi,pc-components,CN,seed_derived,1
20260730_04,164,msi-mag-b760-tomahawk-wifi,pc-components,SG,seed_derived,1
20260730_04,164,msi-mag-b760-tomahawk-wifi,pc-components,TH,seed_derived,1
20260730_04,165,corsair-rm1000x-1000w-psu,pc-components,CN,seed_derived,1
20260730_04,165,corsair-rm1000x-1000w-psu,pc-components,SG,seed_derived,1
20260730_04,165,corsair-rm1000x-1000w-psu,pc-components,TH,seed_derived,1
20260730_04,166,seasonic-focus-gx-850,pc-components,CN,seed_derived,1
20260730_04,166,seasonic-focus-gx-850,pc-components,SG,seed_derived,1
20260730_04,166,seasonic-focus-gx-850,pc-components,TH,seed_derived,1
20260730_04,167,noctua-nh-d15-cpu-cooler,pc-components,CN,seed_derived,1
20260730_04,167,noctua-nh-d15-cpu-cooler,pc-components,SG,seed_derived,1
20260730_04,167,noctua-nh-d15-cpu-cooler,pc-components,TH,seed_derived,1
20260730_04,168,corsair-icue-h150i-elite-lcd,pc-components,CN,seed_derived,1
20260730_04,168,corsair-icue-h150i-elite-lcd,pc-components,SG,seed_derived,1
20260730_04,168,corsair-icue-h150i-elite-lcd,pc-components,TH,seed_derived,1
20260730_04,169,fractal-design-torrent-case,pc-components,CN,seed_derived,1
20260730_04,169,fractal-design-torrent-case,pc-components,SG,seed_derived,1
20260730_04,169,fractal-design-torrent-case,pc-components,TH,seed_derived,1
20260730_04,170,lian-li-o11-dynamic-evo,pc-components,CN,seed_derived,1
20260730_04,170,lian-li-o11-dynamic-evo,pc-components,SG,seed_derived,1
20260730_04,170,lian-li-o11-dynamic-evo,pc-components,TH,seed_derived,1
20260730_04,171,crucial-t700-2tb-pcie-50-ssd,pc-components,CN,seed_derived,1
20260730_04,171,crucial-t700-2tb-pcie-50-ssd,pc-components,SG,seed_derived,1
20260730_04,171,crucial-t700-2tb-pcie-50-ssd,pc-components,TH,seed_derived,1
20260730_04,172,gskill-trident-z5-rgb-64gb,pc-components,CN,seed_derived,1
20260730_04,172,gskill-trident-z5-rgb-64gb,pc-components,SG,seed_derived,1
20260730_04,172,gskill-trident-z5-rgb-64gb,pc-components,TH,seed_derived,1
20260730_04,173,asus-proart-pa329crv-4k-monitor,pc-components,CN,seed_derived,1
20260730_04,173,asus-proart-pa329crv-4k-monitor,pc-components,SG,seed_derived,1
20260730_04,173,asus-proart-pa329crv-4k-monitor,pc-components,TH,seed_derived,1
20260730_04,174,razer-blade-16-rtx-4090,pc-components,CN,seed_derived,1
20260730_04,174,razer-blade-16-rtx-4090,pc-components,SG,seed_derived,1
20260730_04,174,razer-blade-16-rtx-4090,pc-components,TH,seed_derived,1
20260730_04,175,elgato-4k60-pro-mk2-capture,pc-components,CN,seed_derived,1
20260730_04,175,elgato-4k60-pro-mk2-capture,pc-components,SG,seed_derived,1
20260730_04,175,elgato-4k60-pro-mk2-capture,pc-components,TH,seed_derived,1
20260730_04,176,xiaomi-mi-smart-tower-fan,electronic,CN,seed_derived,1
20260730_04,176,xiaomi-mi-smart-tower-fan,electronic,SG,seed_derived,1
20260730_04,176,xiaomi-mi-smart-tower-fan,electronic,TH,seed_derived,1
20260730_04,177,dyson-cool-am07-tower-fan,electronic,CN,seed_derived,1
20260730_04,177,dyson-cool-am07-tower-fan,electronic,SG,seed_derived,1
20260730_04,177,dyson-cool-am07-tower-fan,electronic,TH,seed_derived,1
20260730_04,178,tp-link-tapo-smart-ceiling-fan,electronic,CN,seed_derived,1
20260730_04,178,tp-link-tapo-smart-ceiling-fan,electronic,SG,seed_derived,1
20260730_04,178,tp-link-tapo-smart-ceiling-fan,electronic,TH,seed_derived,1
20260730_04,179,orient-airmax-ceiling-fan-56,electronic,CN,seed_derived,1
20260730_04,179,orient-airmax-ceiling-fan-56,electronic,SG,seed_derived,1
20260730_04,179,orient-airmax-ceiling-fan-56,electronic,TH,seed_derived,1
20260730_04,180,panasonic-f-m15h5-desk-fan-6,electronic,CN,seed_derived,1
20260730_04,180,panasonic-f-m15h5-desk-fan-6,electronic,SG,seed_derived,1
20260730_04,180,panasonic-f-m15h5-desk-fan-6,electronic,TH,seed_derived,1
20260730_04,181,midea-maf14-14-stand-fan,electronic,CN,seed_derived,1
20260730_04,181,midea-maf14-14-stand-fan,electronic,SG,seed_derived,1
20260730_04,181,midea-maf14-14-stand-fan,electronic,TH,seed_derived,1
20260730_04,182,walton-wpf-16e-pedestal-fan,electronic,CN,seed_derived,1
20260730_04,182,walton-wpf-16e-pedestal-fan,electronic,SG,seed_derived,1
20260730_04,182,walton-wpf-16e-pedestal-fan,electronic,TH,seed_derived,1
20260730_04,183,vision-rechargeable-fan-12,electronic,CN,seed_derived,1
20260730_04,183,vision-rechargeable-fan-12,electronic,SG,seed_derived,1
20260730_04,183,vision-rechargeable-fan-12,electronic,TH,seed_derived,1
20260730_04,184,haier-hf-14blw-stand-fan,electronic,CN,seed_derived,1
20260730_04,184,haier-hf-14blw-stand-fan,electronic,SG,seed_derived,1
20260730_04,184,haier-hf-14blw-stand-fan,electronic,TH,seed_derived,1
20260730_04,185,samsung-windfree-15-ton-ac,electronic,CN,seed_derived,1
20260730_04,185,samsung-windfree-15-ton-ac,electronic,SG,seed_derived,1
20260730_04,185,samsung-windfree-15-ton-ac,electronic,TH,seed_derived,1
20260730_04,186,general-15-ton-split-ac,electronic,CN,seed_derived,1
20260730_04,186,general-15-ton-split-ac,electronic,SG,seed_derived,1
20260730_04,186,general-15-ton-split-ac,electronic,TH,seed_derived,1
20260730_04,187,gree-1-ton-inverter-ac,electronic,CN,seed_derived,1
20260730_04,187,gree-1-ton-inverter-ac,electronic,SG,seed_derived,1
20260730_04,187,gree-1-ton-inverter-ac,electronic,TH,seed_derived,1
20260730_04,188,xiaomi-mijia-dc-inverter-fan,electronic,CN,seed_derived,1
20260730_04,188,xiaomi-mijia-dc-inverter-fan,electronic,SG,seed_derived,1
20260730_04,188,xiaomi-mijia-dc-inverter-fan,electronic,TH,seed_derived,1
20260730_04,189,rowenta-vu5670-turbo-silence,electronic,CN,seed_derived,1
20260730_04,189,rowenta-vu5670-turbo-silence,electronic,SG,seed_derived,1
20260730_04,189,rowenta-vu5670-turbo-silence,electronic,TH,seed_derived,1
20260730_04,190,honeywell-ht-900-turboforce-fan,electronic,CN,seed_derived,1
20260730_04,190,honeywell-ht-900-turboforce-fan,electronic,SG,seed_derived,1
20260730_04,190,honeywell-ht-900-turboforce-fan,electronic,TH,seed_derived,1
20260730_04,191,vornado-630-whole-room-fan,electronic,CN,seed_derived,1
20260730_04,191,vornado-630-whole-room-fan,electronic,SG,seed_derived,1
20260730_04,191,vornado-630-whole-room-fan,electronic,TH,seed_derived,1
20260730_04,192,kdk-56-industrial-ceiling-fan,electronic,CN,seed_derived,1
20260730_04,192,kdk-56-industrial-ceiling-fan,electronic,SG,seed_derived,1
20260730_04,192,kdk-56-industrial-ceiling-fan,electronic,TH,seed_derived,1
20260730_04,193,bajaj-esteem-1200mm-ceiling-fan,electronic,CN,seed_derived,1
20260730_04,193,bajaj-esteem-1200mm-ceiling-fan,electronic,SG,seed_derived,1
20260730_04,193,bajaj-esteem-1200mm-ceiling-fan,electronic,TH,seed_derived,1
20260730_04,194,crompton-energion-ceiling-fan,electronic,CN,seed_derived,1
20260730_04,194,crompton-energion-ceiling-fan,electronic,SG,seed_derived,1
20260730_04,194,crompton-energion-ceiling-fan,electronic,TH,seed_derived,1
20260730_04,195,polar-windmill-900mm-table-fan,electronic,CN,seed_derived,1
20260730_04,195,polar-windmill-900mm-table-fan,electronic,SG,seed_derived,1
20260730_04,195,polar-windmill-900mm-table-fan,electronic,TH,seed_derived,1
20260730_04,196,usha-striker-marvel-exhaust-fan,electronic,CN,seed_derived,1
20260730_04,196,usha-striker-marvel-exhaust-fan,electronic,SG,seed_derived,1
20260730_04,196,usha-striker-marvel-exhaust-fan,electronic,TH,seed_derived,1
20260730_04,197,havells-stealth-air-ceiling-fan,electronic,CN,seed_derived,1
20260730_04,197,havells-stealth-air-ceiling-fan,electronic,SG,seed_derived,1
20260730_04,197,havells-stealth-air-ceiling-fan,electronic,TH,seed_derived,1
20260730_04,198,mistral-16-rechargeable-fan,electronic,CN,seed_derived,1
20260730_04,198,mistral-16-rechargeable-fan,electronic,SG,seed_derived,1
20260730_04,198,mistral-16-rechargeable-fan,electronic,TH,seed_derived,1
20260730_04,199,midea-maf20-20-industrial-fan,electronic,CN,seed_derived,1
20260730_04,199,midea-maf20-20-industrial-fan,electronic,SG,seed_derived,1
20260730_04,199,midea-maf20-20-industrial-fan,electronic,TH,seed_derived,1
20260730_04,200,sharp-pj-a19rv-air-purifier-fan,electronic,CN,seed_derived,1
20260730_04,200,sharp-pj-a19rv-air-purifier-fan,electronic,SG,seed_derived,1
20260730_04,200,sharp-pj-a19rv-air-purifier-fan,electronic,TH,seed_derived,1
20260730_04,201,siemens-s7-1200-plc-cpu-1214c,industrial-automation,CN,seed_derived,1
20260730_04,201,siemens-s7-1200-plc-cpu-1214c,industrial-automation,SG,seed_derived,1
20260730_04,201,siemens-s7-1200-plc-cpu-1214c,industrial-automation,TH,seed_derived,1
20260730_04,202,mitsubishi-melsec-fx5u-32mt-plc,industrial-automation,CN,seed_derived,1
20260730_04,202,mitsubishi-melsec-fx5u-32mt-plc,industrial-automation,SG,seed_derived,1
20260730_04,202,mitsubishi-melsec-fx5u-32mt-plc,industrial-automation,TH,seed_derived,1
20260730_04,203,delta-dvp32es2-plc,industrial-automation,CN,seed_derived,1
20260730_04,203,delta-dvp32es2-plc,industrial-automation,SG,seed_derived,1
20260730_04,203,delta-dvp32es2-plc,industrial-automation,TH,seed_derived,1
20260730_04,204,abb-acs355-03e-07a3-4-vfd,industrial-automation,CN,seed_derived,1
20260730_04,204,abb-acs355-03e-07a3-4-vfd,industrial-automation,SG,seed_derived,1
20260730_04,204,abb-acs355-03e-07a3-4-vfd,industrial-automation,TH,seed_derived,1
20260730_04,205,schneider-altivar-atv320u07n4b-vfd,industrial-automation,CN,seed_derived,1
20260730_04,205,schneider-altivar-atv320u07n4b-vfd,industrial-automation,SG,seed_derived,1
20260730_04,205,schneider-altivar-atv320u07n4b-vfd,industrial-automation,TH,seed_derived,1
20260730_04,206,keyence-fs-n11p-fiber-sensor,industrial-automation,CN,seed_derived,1
20260730_04,206,keyence-fs-n11p-fiber-sensor,industrial-automation,SG,seed_derived,1
20260730_04,206,keyence-fs-n11p-fiber-sensor,industrial-automation,TH,seed_derived,1
20260730_04,207,omron-e3z-d61-photoelectric-sensor,industrial-automation,CN,seed_derived,1
20260730_04,207,omron-e3z-d61-photoelectric-sensor,industrial-automation,SG,seed_derived,1
20260730_04,207,omron-e3z-d61-photoelectric-sensor,industrial-automation,TH,seed_derived,1
20260730_04,208,sick-dt35-b15251-distance-sensor,industrial-automation,CN,seed_derived,1
20260730_04,208,sick-dt35-b15251-distance-sensor,industrial-automation,SG,seed_derived,1
20260730_04,208,sick-dt35-b15251-distance-sensor,industrial-automation,TH,seed_derived,1
20260730_04,209,fanuc-alpha-series-servo-motor,industrial-automation,CN,seed_derived,1
20260730_04,209,fanuc-alpha-series-servo-motor,industrial-automation,SG,seed_derived,1
20260730_04,209,fanuc-alpha-series-servo-motor,industrial-automation,TH,seed_derived,1
20260730_04,210,yaskawa-sgmjv-04a-servo-drive,industrial-automation,CN,seed_derived,1
20260730_04,210,yaskawa-sgmjv-04a-servo-drive,industrial-automation,SG,seed_derived,1
20260730_04,210,yaskawa-sgmjv-04a-servo-drive,industrial-automation,TH,seed_derived,1
20260730_04,211,beckhoff-ek1100-ethercat-coupler,industrial-automation,CN,seed_derived,1
20260730_04,211,beckhoff-ek1100-ethercat-coupler,industrial-automation,SG,seed_derived,1
20260730_04,211,beckhoff-ek1100-ethercat-coupler,industrial-automation,TH,seed_derived,1
20260730_04,212,festo-dsbc-63-100-ppsa-cylinder,industrial-automation,CN,seed_derived,1
20260730_04,212,festo-dsbc-63-100-ppsa-cylinder,industrial-automation,SG,seed_derived,1
20260730_04,212,festo-dsbc-63-100-ppsa-cylinder,industrial-automation,TH,seed_derived,1
20260730_04,213,smc-af40-n04d-air-filter,industrial-automation,CN,seed_derived,1
20260730_04,213,smc-af40-n04d-air-filter,industrial-automation,SG,seed_derived,1
20260730_04,213,smc-af40-n04d-air-filter,industrial-automation,TH,seed_derived,1
20260730_04,214,phoenix-contact-mkds-32-terminal,industrial-automation,CN,seed_derived,1
20260730_04,214,phoenix-contact-mkds-32-terminal,industrial-automation,SG,seed_derived,1
20260730_04,214,phoenix-contact-mkds-32-terminal,industrial-automation,TH,seed_derived,1
20260730_04,215,ifm-al1321-io-link-master,industrial-automation,CN,seed_derived,1
20260730_04,215,ifm-al1321-io-link-master,industrial-automation,SG,seed_derived,1
20260730_04,215,ifm-al1321-io-link-master,industrial-automation,TH,seed_derived,1
20260730_04,216,cognex-in-sight-2000-vision-system,industrial-automation,CN,seed_derived,1
20260730_04,216,cognex-in-sight-2000-vision-system,industrial-automation,SG,seed_derived,1
20260730_04,216,cognex-in-sight-2000-vision-system,industrial-automation,TH,seed_derived,1
20260730_04,217,turck-bi5u-m18-ap6x-inductive-sensor,industrial-automation,CN,seed_derived,1
20260730_04,217,turck-bi5u-m18-ap6x-inductive-sensor,industrial-automation,SG,seed_derived,1
20260730_04,217,turck-bi5u-m18-ap6x-inductive-sensor,industrial-automation,TH,seed_derived,1
20260730_04,218,rexnord-1060-60-gear-drive,industrial-automation,CN,seed_derived,1
20260730_04,218,rexnord-1060-60-gear-drive,industrial-automation,SG,seed_derived,1
20260730_04,218,rexnord-1060-60-gear-drive,industrial-automation,TH,seed_derived,1
20260730_04,219,leuze-ddls-2001-2-optical-sensor,industrial-automation,CN,seed_derived,1
20260730_04,219,leuze-ddls-2001-2-optical-sensor,industrial-automation,SG,seed_derived,1
20260730_04,219,leuze-ddls-2001-2-optical-sensor,industrial-automation,TH,seed_derived,1
20260730_04,220,pepperlfuchs-ub500-18gm75-e5-v1,industrial-automation,CN,seed_derived,1
20260730_04,220,pepperlfuchs-ub500-18gm75-e5-v1,industrial-automation,SG,seed_derived,1
20260730_04,220,pepperlfuchs-ub500-18gm75-e5-v1,industrial-automation,TH,seed_derived,1
20260730_04,221,bosch-rexroth-ball-screw-r160520501,industrial-automation,CN,seed_derived,1
20260730_04,221,bosch-rexroth-ball-screw-r160520501,industrial-automation,SG,seed_derived,1
20260730_04,221,bosch-rexroth-ball-screw-r160520501,industrial-automation,TH,seed_derived,1
20260730_04,222,nord-sk-0721-71l4tf-gearbox,industrial-automation,CN,seed_derived,1
20260730_04,222,nord-sk-0721-71l4tf-gearbox,industrial-automation,SG,seed_derived,1
20260730_04,222,nord-sk-0721-71l4tf-gearbox,industrial-automation,TH,seed_derived,1
20260730_04,223,weidmuller-wrs-15-terminal-block,industrial-automation,CN,seed_derived,1
20260730_04,223,weidmuller-wrs-15-terminal-block,industrial-automation,SG,seed_derived,1
20260730_04,223,weidmuller-wrs-15-terminal-block,industrial-automation,TH,seed_derived,1
20260730_04,224,banner-qs30lpqd-photoelectric,industrial-automation,CN,seed_derived,1
20260730_04,224,banner-qs30lpqd-photoelectric,industrial-automation,SG,seed_derived,1
20260730_04,224,banner-qs30lpqd-photoelectric,industrial-automation,TH,seed_derived,1
20260730_04,225,parker-d1vw001cnjb-hydraulic-valve,industrial-automation,CN,seed_derived,1
20260730_04,225,parker-d1vw001cnjb-hydraulic-valve,industrial-automation,SG,seed_derived,1
20260730_04,225,parker-d1vw001cnjb-hydraulic-valve,industrial-automation,TH,seed_derived,1
20260730_04,226,philips-intellivue-mx40-monitor,medical-equipment,CN,seed_derived,1
20260730_04,226,philips-intellivue-mx40-monitor,medical-equipment,SG,seed_derived,1
20260730_04,226,philips-intellivue-mx40-monitor,medical-equipment,TH,seed_derived,1
20260730_04,227,ge-healthcare-mac-800-ecg-machine,medical-equipment,CN,seed_derived,1
20260730_04,227,ge-healthcare-mac-800-ecg-machine,medical-equipment,SG,seed_derived,1
20260730_04,227,ge-healthcare-mac-800-ecg-machine,medical-equipment,TH,seed_derived,1
20260730_04,228,mindray-dc-30-ultrasound,medical-equipment,CN,seed_derived,1
20260730_04,228,mindray-dc-30-ultrasound,medical-equipment,SG,seed_derived,1
20260730_04,228,mindray-dc-30-ultrasound,medical-equipment,TH,seed_derived,1
20260730_04,229,omron-hem-7600t-blood-pressure,medical-equipment,CN,seed_derived,1
