example_id,split,product_id,product_name,model,target_category_slug,target_category_name,feature_source,label_source,is_synthetic
category-243,train,243,Siemens ADVIA 120 Hematology Analyzer,10133601,medical-equipment,Medical Equipment,seed_derived,catalog_taxonomy,1
category-244,test,244,Roche COBAS e411 Immunoassay Analyzer,05994183001,medical-equipment,Medical Equipment,seed_derived,catalog_taxonomy,1
category-245,train,245,Abbott i-STAT 1 Handheld Analyzer,03P95-25,medical-equipment,Medical Equipment,seed_derived,catalog_taxonomy,1
category-246,train,246,Nihon Kohden NKT-115 Telemetry,NKT-115,medical-equipment,Medical Equipment,seed_derived,catalog_taxonomy,1
category-247,test,247,BPL Cardiart 6108T ECG,Cardiart 6108T,medical-equipment,Medical Equipment,seed_derived,catalog_taxonomy,1
category-248,train,248,Mindray MEC-1200 Bedside Monitor,MEC-1200,medical-equipment,Medical Equipment,seed_derived,catalog_taxonomy,1
category-249,train,249,Nellcor PM10N Pulse Oximeter,PM10N,medical-equipment,Medical Equipment,seed_derived,catalog_taxonomy,1
category-250,train,250,CareFusion LTV 1200 Ventilator,18190-001,medical-equipment,Medical Equipment,seed_derived,catalog_taxonomy,1
category-251,train,251,DJI Agras T40 Agricultural Drone,CP.AG.00000064.01,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-252,train,252,DJI Agras T20P Spray Drone,CP.AG.00000057.01,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-253,train,253,Trimble EZ-Guide 250 GPS System,57505-00,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-254,train,254,Soil NPK IoT Sensor RS485,JXBS-3001-NPK,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-255,train,255,Minolta SPAD-502Plus Chlorophyll,SPAD-502Plus,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-256,train,256,Grain Moisture Meter PM-8188A,PM-8188A,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-257,train,257,Davis Vantage Pro2 Weather Station,6152,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-258,validation,258,Irritrol Drip Irrigation Controller,RAIBIRD-6,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-259,test,259,Priva Connext Greenhouse Controller,Connext-4,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-260,test,260,LED Grow Light 600W Samsung LM301,GL600-LM301H,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-261,train,261,Hydroponic NFT 72-Site System,NFT-72-CH,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-262,train,262,Precision Vacuum Seeder 6-Row,PS-6R-VACUUM,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-263,test,263,Root Zone Temperature Sensor DS18B20,DS18B20-PROBE-IP68,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-264,train,264,Plant Disease AI Camera,PlantCam-AI-V2,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-265,validation,265,Poultry Environment Controller,PEC-8CH-V3,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-266,train,266,Aquaculture Water Quality Monitor,AQM-4IN1,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-267,validation,267,Aquaponics Complete Starter System,APS-200L,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-268,test,268,GPS Livestock Ear Tag Tracker,LT-GPS-EAR-4G,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-269,train,269,DJI D-RTK 2 Mobile Station,CP.AG.00000015.02,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-270,train,270,Cold Room Controller EBM-20,EBM-20-230VAC,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-271,test,271,Fruit Brix Refractometer Digital,PAL-BX|ACID97,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-272,train,272,Automated Fertigation Controller,FC-6ZONE-PRO,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-273,train,273,Soil Moisture Sensor Capacitive v2,CAP-SOIL-V2,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-274,train,274,Vertical Farm Rack LED System,VF-RACK-1200W,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-275,train,275,Solar Powered Irrigation Pump 24V,SIP-750W-24V,agricultural-tech,Agricultural Tech,seed_derived,catalog_taxonomy,1
category-276,test,276,Growatt SPF 5000ES Solar Inverter,SPF 5000 ES,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-277,train,277,Huawei SUN2000-10KTL-M1 Inverter,SUN2000-10KTL-M1,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-278,train,278,SMA Sunny Boy 3.6-1AV-41 Inverter,SB3.6-1AV-41,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-279,train,279,Deye SUN-8K-SG04LP3 Hybrid Inverter,SUN-8K-SG04LP3-EU,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-280,train,280,KSTAR BluE-S 6KT Hybrid Inverter,BluE-S 6KT,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-281,test,281,EV AC Charger Wallbox Pulsar Plus 22kW,PLP1-0-2-4-9-002-C,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-282,test,282,EV DC Fast Charger 50kW CCS CHAdeMO,EVC-50-DC-DUAL,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-283,train,283,CATL LiFePO4 280Ah Grade A Cell,EVE-LF280K,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-284,train,284,BYD Battery Box Premium LVS 4.0,BYD-LVS-4.0,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-285,train,285,Solar Panel 550W Mono PERC Risen,RSM110-8-550M,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-286,test,286,Solar Panel 400W Bifacial Longi,LR5-54HTH-400M,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-287,train,287,Victron MPPT 100/50 Charge Controller,SCC020050200,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-288,train,288,Victron MultiPlus-II 48/3000/35-32,PMP482305010,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-289,train,289,CATL 10kWh LiFePO4 Home Battery,CATL-HBS-10,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-290,validation,290,Lithium Pack 48V 200Ah LiFePO4,LP48V200AH-BMS,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-291,validation,291,EV Conversion Kit 72V 3000W,EVCK-72V-3000W-BLDC,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-292,train,292,E-Bike Rear Hub Motor Kit 1000W,EBHM-1000W-48V-RR,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-293,train,293,Solar Street Light 100W All-in-One,SSL-100W-AIO-6M,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-294,train,294,Heat Pump Water Heater 200L,HPWH-200L-3.8COP,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-295,train,295,Portable Power Station Jackery 1000,Explorer-1000-Pro,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-296,validation,296,Wind Turbine 1kW 24V Horizontal,WT-1000W-H24V-3B,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-297,train,297,EV Charging RFID Card Controller,EV-OCPP-16A-RFID,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-298,train,298,Solar Panel Mounting Rail 4m,SOLAR-RAIL-AL-4M,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-299,train,299,48V 60Ah LiFePO4 E-Rickshaw Battery,LP48V60AH-EV-BMS,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-300,test,300,EV Charge Point OCPP Cloud Manager,EV-CLOUD-OCPP-16,clean-energy-ev,Clean Energy & EV,seed_derived,catalog_taxonomy,1
category-301,validation,301,Rigol DS1054Z Digital Oscilloscope,DS1054Z,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-302,validation,302,Siglent SDG2042X Function Generator,SDG2042X,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-303,train,303,Fluke 87V Industrial Multimeter,87V,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-304,train,304,GW Instek LCR-819 Precision Meter,LCR-819,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-305,validation,305,Rigol DSA875-TG Spectrum Analyzer,DSA875-TG,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-306,train,306,NanoVNA-F V2 4.4GHz Vector Analyzer,NANOVNA-F-V2,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-307,train,307,Korad KA3005P Bench Power Supply,KA3005P,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-308,train,308,Hakko FX-951 Soldering Station,FX951-66,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-309,train,309,T962A PCB Reflow Oven 300x320mm,T962A,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-310,train,310,Sartorius ME235S Analytical Balance,ME235S,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-311,train,311,Hanna HI98130 pH/EC/TDS Meter,HI98130,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-312,test,312,Shimadzu UV-1900i Spectrophotometer,UV-1900i,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-313,train,313,Trinocular Microscope BM2000,BM2000-T-LED,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-314,train,314,Dino-Lite AM7515MT8A Digital Microscope,AM7515MT8A,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-315,test,315,FLIR One Pro iOS Thermal Camera,435-0011-03,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-316,test,316,Saleae Logic Pro 16 USB Analyzer,LOGIC-PRO-16,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-317,train,317,Segger J-Link BASE Compact,8.19.00,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-318,train,318,Weiss Technik WK 3-40/40 Chamber,WK 3-40/40,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-319,train,319,MSA Altair 4XR Gas Detector,10128840,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-320,train,320,PCE-322A Sound Level Meter,PCE-322A,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-321,train,321,Keysight 34461A Bench Multimeter,34461A-G,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-322,train,322,Siglent SDS1202X-E Oscilloscope,SDS1202X-E,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-323,test,323,Extech AN200 Anemometer,AN200,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-324,train,324,Endress+Hauser Prosonic M FMU40,FMU40-ARB2A2,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-325,test,325,Rohde Schwarz RTM3004 Oscilloscope,RTM3004,scientific-instruments,Scientific Instruments,seed_derived,catalog_taxonomy,1
category-326,train,326,Bambu Lab X1 Carbon 3D Printer,X1C-Combo,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-327,test,327,Creality K1 Max FDM 3D Printer,K1-Max,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-328,train,328,Elegoo Saturn 3 Ultra MSLA Printer,Saturn-3-Ultra,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-329,test,329,Prusa MK4 3D Printer Kit,MK4S,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-330,train,330,Bambu Lab P1S 3D Printer,P1S-Combo,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-331,validation,331,AnkerMake M5C 3D Printer,M5C,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-332,validation,332,Formlabs Form 3L SLA Printer,Form 3L,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-333,train,333,Bambu Lab AMS Multi-filament Unit,AMS,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-334,train,334,Raspberry Pi 5 8GB RAM,SC1112,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-335,test,335,NVIDIA Jetson Orin Nano 8GB,945-13766-0050-000,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-336,train,336,NVIDIA Jetson Nano 4GB Developer Kit,945-13450-0000-100,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-337,train,337,Arduino Mega 2560 R3 Official,A000067,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-338,train,338,Raspberry Pi Pico 2 W,SC1632,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-339,train,339,xTool D1 Pro 20W Laser Engraver,D1-Pro-20W,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-340,validation,340,CNC 3018 Pro Max Router GRBL,3018-ProMax,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-341,train,341,PLA+ Filament 3kg Bundle Bambu,PLA-PLUS-3KG-WHITE,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-342,train,342,PETG Carbon Fiber Filament 1kg,PETG-CF-1KG,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-343,train,343,TPU 95A Flexible Filament 1kg,TPU95A-1KG-BLK,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-344,train,344,Elegoo 405nm ABS-Like UV Resin 1L,EL-3D-RESIN-1L,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-345,test,345,Google Coral USB Accelerator TPU,G950-06809-01,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-346,train,346,Intel RealSense D435i Depth Camera,82635AWGDVKPRQ,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-347,train,347,Luxonis OAK-D Lite Spatial Camera,OAK-D-LITE-FF,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-348,train,348,Creality Ender 3 V3 KE 3D Printer,Ender-3-V3-KE,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-349,train,349,ESP32-S3 Dev Kit N16R8,ESP32-S3-DevKitC-1,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-350,test,350,Jetson Xavier NX 16GB Module,900-83668-0030-000,3d-printing-maker,3D Printing & Maker,seed_derived,catalog_taxonomy,1
category-351,train,351,Digital Clinical Thermometer,MED-001,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-352,train,352,Infrared Forehead Thermometer,MED-002,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-353,train,353,Fingertip Pulse Oximeter,MED-003,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-354,test,354,Automatic Blood Pressure Monitor,MED-004,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-355,validation,355,Aneroid Blood Pressure Kit,MED-005,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-356,test,356,Dual-Head Stethoscope,MED-006,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-357,train,357,Blood Glucose Monitoring Kit,MED-007,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-358,train,358,Glucose Test Strip Pack,MED-008,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-359,train,359,Portable Compressor Nebulizer,MED-009,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-360,train,360,Personal Steam Inhaler,MED-010,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-361,train,361,Comprehensive First Aid Kit,MED-011,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-362,train,362,Cotton Bandage Roll,MED-012,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-363,train,363,Adhesive Bandage Assortment,MED-013,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-364,train,364,Sterile Gauze Pad Pack,MED-014,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-365,train,365,Medical Adhesive Tape,MED-015,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-366,train,366,Elastic Crepe Bandage,MED-016,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-367,train,367,Adjustable Knee Support,MED-017,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-368,validation,368,Compression Ankle Support,MED-018,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-369,validation,369,Wrist Support Brace,MED-019,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-370,train,370,Lumbar Support Belt,MED-020,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-371,test,371,Soft Cervical Collar,MED-021,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-372,train,372,Adjustable Arm Sling,MED-022,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-373,train,373,Aluminum Underarm Crutches,MED-023,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-374,train,374,Height-Adjustable Walking Cane,MED-024,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-375,train,375,Foldable Walking Frame,MED-025,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-376,validation,376,Lightweight Manual Wheelchair,MED-026,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-377,validation,377,Adjustable Shower Chair,MED-027,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-378,test,378,Portable Commode Chair,MED-028,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-379,train,379,Safety Bed Rail,MED-029,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-380,train,380,Anti-Decubitus Air Mattress,MED-030,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-381,test,381,Reusable Hot and Cold Pack,MED-031,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-382,train,382,Electric Heating Pad,MED-032,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-383,validation,383,Reusable Ice Bag,MED-033,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-384,test,384,Disposable Adult Face Mask,MED-034,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-385,train,385,Disposable Child Face Mask,MED-035,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-386,train,386,Protective Face Shield,MED-036,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-387,train,387,Nitrile Examination Gloves,MED-037,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-388,test,388,Latex Examination Gloves,MED-038,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-389,train,389,Touchless Sanitizer Dispenser,MED-039,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-390,test,390,Weekly Pill Organizer,MED-040,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-391,test,391,Lockable Medicine Storage Box,MED-041,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-392,train,392,Tablet Cutter,MED-042,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-393,train,393,Tablet Crusher,MED-043,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-394,validation,394,Hearing Aid Battery Pack,MED-044,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-395,train,395,Thermometer Probe Cover Pack,MED-045,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-396,train,396,Manual Nasal Aspirator,MED-046,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-397,train,397,Digital Baby Weighing Scale,MED-047,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-398,train,398,Digital Body Weight Scale,MED-048,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-399,train,399,Medical Measuring Tape,MED-049,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-400,train,400,Reusable Diagnostic Penlight,MED-050,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-401,train,401,Neurological Reflex Hammer,MED-051,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-402,validation,402,Medical Tuning Fork Set,MED-052,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-403,train,403,Portable Otoscope Set,MED-053,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-404,train,404,Portable Ophthalmoscope Set,MED-054,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-405,train,405,LED Examination Light,MED-055,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-406,train,406,Portable Suction Machine,MED-056,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-407,train,407,Oxygen Mask Kit,MED-057,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-408,validation,408,Oxygen Nasal Cannula,MED-058,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-409,train,409,Handheld Incentive Spirometer,MED-059,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-410,train,410,Peak Flow Meter,MED-060,medical-products-accessories,Medical Products & Accessories,seed_derived,catalog_taxonomy,1
category-411,validation,411,Gold Cable Chain Necklace,JPM-001,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-412,validation,412,Gold Figaro Chain Necklace,JPM-002,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-413,train,413,Gold Rope Chain Necklace,JPM-003,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-414,test,414,Gold Pendant Necklace,JPM-004,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-415,train,415,Gold Link Bracelet,JPM-005,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-416,train,416,Gold Cuff Bracelet,JPM-006,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-417,test,417,Gold Classic Bangle,JPM-007,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-418,validation,418,Gold Stackable Ring,JPM-008,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-419,train,419,Gold Signet Ring,JPM-009,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-420,train,420,Gold Wedding Band,JPM-010,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-421,train,421,Gold Stud Earrings,JPM-011,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-422,train,422,Gold Hoop Earrings,JPM-012,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-423,train,423,Gold Bullion Bar,JPM-013,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-424,train,424,Gold Bullion Coin,JPM-014,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-425,train,425,Silver Cable Chain Necklace,JPM-015,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-426,train,426,Silver Figaro Chain Necklace,JPM-016,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-427,train,427,Silver Rope Chain Necklace,JPM-017,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-428,train,428,Silver Pendant Necklace,JPM-018,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-429,train,429,Silver Link Bracelet,JPM-019,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-430,test,430,Silver Cuff Bracelet,JPM-020,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-431,validation,431,Silver Classic Bangle,JPM-021,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-432,train,432,Silver Stackable Ring,JPM-022,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-433,train,433,Silver Signet Ring,JPM-023,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-434,train,434,Silver Wedding Band,JPM-024,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-435,train,435,Silver Stud Earrings,JPM-025,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-436,train,436,Silver Hoop Earrings,JPM-026,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-437,validation,437,Silver Bullion Bar,JPM-027,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-438,train,438,Silver Bullion Coin,JPM-028,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-439,test,439,Platinum Chain Necklace,JPM-029,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-440,train,440,Platinum Link Bracelet,JPM-030,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
