row_id,feature_period_start,target_period_start,split,product_id,product_slug,category_slug,min_price_usd,weight_kg,volume_cm3,origin_count,supplier_count,max_supplier_rating,product_views,search_impressions,quote_requests,saved_quotes,order_count,ordered_qty,gmv_bdt,cancelled_orders,delivered_orders,on_time_delivery_count,defect_count,ordered_qty_lag_1,ordered_qty_lag_2,ordered_qty_lag_3,ordered_qty_trailing_mean_3,gmv_trailing_mean_3,quote_to_order_rate,target_next_month_order_qty,target_next_month_gmv_bdt,target_next_month_trend,feature_source,label_source,is_synthetic,simulation_version,simulation_seed
trend-180-2026-03-01,2026-03-01,2026-04-01,test,180,panasonic-f-m15h5-desk-fan-6,electronic,23.50,0.880,13552.000,3,3,4.80,1166,538,71,47,32,102,287722.42,3,29,25,1,128,91,109,109.3333,310142.79,0.450704,106,307244.68,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-180-2026-04-01,2026-04-01,2026-05-01,test,180,panasonic-f-m15h5-desk-fan-6,electronic,23.50,0.880,13552.000,3,3,4.80,1912,869,69,47,33,106,307244.68,3,30,26,1,102,128,91,107.0000,302397.90,0.478261,99,278628.17,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-180-2026-05-01,2026-05-01,2026-06-01,test,180,panasonic-f-m15h5-desk-fan-6,electronic,23.50,0.880,13552.000,3,3,4.80,1497,1085,69,46,31,99,278628.17,3,28,25,1,106,102,128,112.0000,318240.75,0.449275,141,404937.24,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-180-2026-06-01,2026-06-01,2026-07-01,test,180,panasonic-f-m15h5-desk-fan-6,electronic,23.50,0.880,13552.000,3,3,4.80,1426,718,101,59,42,141,404937.24,4,38,31,2,99,106,102,102.3333,291198.42,0.415842,111,318097.49,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2023-04-01,2023-04-01,2023-05-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,874,529,56,38,22,71,654750.44,1,21,19,0,58,46,54,52.6667,478006.95,0.392857,85,820982.98,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2023-05-01,2023-05-01,2023-06-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,904,530,65,42,29,85,820982.98,2,27,24,0,71,58,46,58.3333,532153.49,0.446154,60,547788.18,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2023-06-01,2023-06-01,2023-07-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1733,937,61,35,22,60,547788.18,1,21,19,0,85,71,58,71.3333,661677.30,0.360656,53,480108.21,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2023-07-01,2023-07-01,2023-08-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1499,1031,55,31,17,53,480108.21,1,16,14,0,60,85,71,72.0000,674507.20,0.309091,52,487187.09,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2023-08-01,2023-08-01,2023-09-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,398,190,41,29,18,52,487187.09,1,17,14,0,53,60,85,66.0000,616293.12,0.439024,81,725976.41,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2023-09-01,2023-09-01,2023-10-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1332,864,57,37,25,81,725976.41,1,24,22,0,52,53,60,55.0000,505027.83,0.438596,63,573880.98,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2023-10-01,2023-10-01,2023-11-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,517,379,50,33,21,63,573880.98,1,20,18,0,81,52,53,62.0000,564423.90,0.420000,89,832072.66,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2023-11-01,2023-11-01,2023-12-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1761,1082,69,43,27,89,832072.66,1,26,22,0,63,81,52,65.3333,595681.49,0.391304,91,802444.85,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2023-12-01,2023-12-01,2024-01-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,2420,1544,92,64,33,91,802444.85,2,31,28,0,89,63,81,77.6667,710643.35,0.358696,66,621194.96,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-01-01,2024-01-01,2024-02-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,894,626,59,36,21,66,621194.96,1,20,17,0,91,89,63,81.0000,736132.83,0.355932,40,377433.26,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-02-01,2024-02-01,2024-03-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,613,391,32,22,14,40,377433.26,1,13,11,0,66,91,89,82.0000,751904.16,0.437500,63,584666.63,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-03-01,2024-03-01,2024-04-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,619,352,56,36,23,63,584666.63,1,22,20,0,40,66,91,65.6667,600357.69,0.410714,64,590878.60,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-04-01,2024-04-01,2024-05-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1329,927,59,45,22,64,590878.60,1,21,18,0,63,40,66,56.3333,527764.95,0.372881,106,990039.22,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-05-01,2024-05-01,2024-06-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1361,705,74,52,35,106,990039.22,2,33,30,0,64,63,40,55.6667,517659.50,0.472973,89,802082.96,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-06-01,2024-06-01,2024-07-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,640,346,53,39,26,89,802082.96,1,25,23,0,106,64,63,77.6667,721861.48,0.490566,66,605553.16,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-07-01,2024-07-01,2024-08-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,818,547,54,35,22,66,605553.16,1,21,19,0,89,106,64,86.3333,794333.59,0.407407,82,766120.09,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-08-01,2024-08-01,2024-09-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1722,928,77,55,29,82,766120.09,1,28,23,0,66,89,106,87.0000,799225.11,0.376623,78,682268.55,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-09-01,2024-09-01,2024-10-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1169,872,83,50,27,78,682268.55,1,26,24,0,82,66,89,79.0000,724585.41,0.325301,64,582857.89,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-10-01,2024-10-01,2024-11-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,472,307,48,37,20,64,582857.89,1,19,16,0,78,82,66,75.3333,684647.27,0.416667,104,971625.63,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-11-01,2024-11-01,2024-12-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,868,551,83,61,36,104,971625.63,2,34,29,0,64,78,82,74.6667,677082.18,0.433735,104,935787.01,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2024-12-01,2024-12-01,2025-01-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,782,545,82,50,33,104,935787.01,1,32,29,0,104,64,78,82.0000,745584.03,0.402439,67,609592.88,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-01-01,2025-01-01,2025-02-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,857,662,58,34,22,67,609592.88,1,21,18,0,104,104,64,90.6667,830090.18,0.379310,82,764393.39,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-02-01,2025-02-01,2025-03-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,790,534,69,39,26,82,764393.39,1,25,22,0,67,104,104,91.6667,839001.84,0.376812,73,635394.99,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-03-01,2025-03-01,2025-04-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,600,328,61,37,22,73,635394.99,1,21,18,0,82,67,104,84.3333,769924.43,0.360656,113,1032768.45,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-04-01,2025-04-01,2025-05-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1821,800,107,72,38,113,1032768.45,2,36,32,0,73,82,67,74.0000,669793.75,0.355140,76,701286.64,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-05-01,2025-05-01,2025-06-01,train,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1362,967,73,41,26,76,701286.64,1,25,22,0,113,73,82,89.3333,810852.28,0.356164,90,804287.15,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-06-01,2025-06-01,2025-07-01,purge,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,2389,1415,89,66,32,90,804287.15,2,30,26,0,76,113,73,87.3333,789816.69,0.359551,66,596816.71,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-07-01,2025-07-01,2025-08-01,validation,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,854,480,46,34,21,66,596816.71,1,20,17,0,90,76,113,93.0000,846114.08,0.456522,70,656252.40,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-08-01,2025-08-01,2025-09-01,validation,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,570,306,59,45,27,70,656252.40,1,26,22,0,66,90,76,77.3333,700796.84,0.457627,81,761753.25,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-09-01,2025-09-01,2025-10-01,validation,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,686,561,66,47,29,81,761753.25,2,27,24,0,70,66,90,75.3333,685785.42,0.439394,77,694574.95,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-10-01,2025-10-01,2025-11-01,validation,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,733,496,54,37,25,77,694574.95,1,24,20,0,81,70,66,72.3333,671607.45,0.462963,93,853816.23,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-11-01,2025-11-01,2025-12-01,validation,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1227,927,79,57,34,93,853816.23,1,33,27,0,77,81,70,76.0000,704193.53,0.430380,115,1055003.26,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2025-12-01,2025-12-01,2026-01-01,purge,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1255,729,83,60,40,115,1055003.26,2,38,32,0,93,77,81,83.6667,770048.14,0.481928,54,493790.59,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2026-01-01,2026-01-01,2026-02-01,test,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,746,451,46,36,20,54,493790.59,1,19,17,0,115,93,77,95.0000,867798.15,0.434783,82,747918.66,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2026-02-01,2026-02-01,2026-03-01,test,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1252,919,66,40,27,82,747918.66,1,26,21,0,54,115,93,87.3333,800870.02,0.409091,82,745929.31,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2026-03-01,2026-03-01,2026-04-01,test,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1801,1306,69,43,30,82,745929.31,1,29,26,0,82,54,115,83.6667,765570.84,0.434783,74,670386.17,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2026-04-01,2026-04-01,2026-05-01,test,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,653,454,63,43,24,74,670386.17,1,23,20,0,82,82,54,72.6667,662546.18,0.380952,92,779375.78,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2026-05-01,2026-05-01,2026-06-01,test,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,947,722,70,46,31,92,779375.78,2,29,26,0,74,82,82,79.3333,721411.38,0.442857,86,807380.55,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-181-2026-06-01,2026-06-01,2026-07-01,test,181,midea-maf14-14-stand-fan,electronic,75.20,3.800,187720.000,3,3,4.80,1925,937,84,49,28,86,807380.55,1,27,24,0,92,74,82,82.6667,731897.08,0.333333,61,574925.59,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2023-04-01,2023-04-01,2023-05-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,755,577,65,43,27,48,442159.66,2,25,23,1,39,29,33,33.6667,307451.15,0.415385,39,362317.38,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2023-05-01,2023-05-01,2023-06-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,814,390,72,41,20,39,362317.38,2,18,16,1,48,39,29,38.6667,355119.40,0.277778,31,278724.29,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2023-06-01,2023-06-01,2023-07-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,831,632,60,37,18,31,278724.29,1,17,16,1,39,48,39,42.0000,386788.07,0.300000,47,435482.48,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2023-07-01,2023-07-01,2023-08-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1149,512,63,39,23,47,435482.48,2,21,20,1,31,39,48,39.3333,361067.11,0.365079,31,279681.97,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2023-08-01,2023-08-01,2023-09-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1034,457,48,33,17,31,279681.97,1,16,15,0,47,31,39,39.0000,358841.38,0.354167,41,364575.16,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2023-09-01,2023-09-01,2023-10-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,635,416,57,33,23,41,364575.16,2,21,20,0,31,47,31,36.3333,331296.25,0.403509,43,393850.60,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2023-10-01,2023-10-01,2023-11-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,910,474,52,34,24,43,393850.60,2,22,19,1,41,31,47,39.6667,359913.21,0.461538,60,536038.79,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2023-11-01,2023-11-01,2023-12-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1493,902,69,40,28,60,536038.79,3,25,24,1,43,41,31,38.3333,346035.91,0.405797,68,636550.74,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2023-12-01,2023-12-01,2024-01-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1204,668,92,61,34,68,636550.74,3,31,27,1,60,43,41,48.0000,431488.19,0.369565,35,318386.08,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-01-01,2024-01-01,2024-02-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1088,732,45,28,20,35,318386.08,2,18,16,0,68,60,43,57.0000,522146.71,0.444444,47,421772.53,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-02-01,2024-02-01,2024-03-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1059,793,49,39,26,47,421772.53,3,23,21,1,35,68,60,54.3333,496991.87,0.530612,30,265327.83,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-03-01,2024-03-01,2024-04-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,585,322,44,29,18,30,265327.83,1,17,16,1,47,35,68,50.0000,458903.12,0.409091,46,422934.50,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-04-01,2024-04-01,2024-05-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,896,651,63,47,25,46,422934.50,2,23,22,1,30,47,35,37.3333,335162.15,0.396825,54,518300.10,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-05-01,2024-05-01,2024-06-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,688,374,53,40,28,54,518300.10,3,25,22,1,46,30,47,41.0000,370011.62,0.528302,47,416777.60,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-06-01,2024-06-01,2024-07-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,951,559,75,41,22,47,416777.60,2,20,18,0,54,46,30,43.3333,402187.47,0.293333,42,394613.21,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-07-01,2024-07-01,2024-08-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,980,708,75,49,25,42,394613.21,2,23,22,1,47,54,46,49.0000,452670.73,0.333333,46,419314.89,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-08-01,2024-08-01,2024-09-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1186,677,58,35,25,46,419314.89,2,23,20,1,42,47,54,47.6667,443230.30,0.431034,41,366662.22,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-09-01,2024-09-01,2024-10-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1288,631,49,32,22,41,366662.22,2,20,18,0,46,42,47,45.0000,410235.23,0.448980,39,330786.04,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-10-01,2024-10-01,2024-11-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,769,512,57,35,20,39,330786.04,1,19,17,0,41,46,42,43.0000,393530.11,0.350877,64,601851.67,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-11-01,2024-11-01,2024-12-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,2219,1144,91,55,32,64,601851.67,3,29,27,1,39,41,46,42.0000,372254.38,0.351648,54,489505.36,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2024-12-01,2024-12-01,2025-01-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1720,876,66,46,31,54,489505.36,3,28,25,1,64,39,41,48.0000,433099.98,0.469697,44,395263.33,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-01-01,2025-01-01,2025-02-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,737,440,72,52,25,44,395263.33,2,23,21,1,54,64,39,52.3333,474047.69,0.347222,43,379413.05,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-02-01,2025-02-01,2025-03-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,848,638,82,47,24,43,379413.05,2,22,21,1,44,54,64,54.0000,495540.12,0.292683,58,520458.13,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-03-01,2025-03-01,2025-04-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,642,318,62,42,29,58,520458.13,3,26,23,1,43,44,54,47.0000,421393.91,0.467742,70,628793.47,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-04-01,2025-04-01,2025-05-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,796,411,79,61,38,70,628793.47,2,36,34,1,58,43,44,48.3333,431711.50,0.481013,63,584297.79,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-05-01,2025-05-01,2025-06-01,train,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,994,778,66,48,34,63,584297.79,2,32,29,1,70,58,43,57.0000,509554.88,0.515152,49,443959.13,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-06-01,2025-06-01,2025-07-01,purge,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,788,444,71,45,27,49,443959.13,2,25,23,1,63,70,58,63.6667,577849.80,0.380282,52,474082.78,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-07-01,2025-07-01,2025-08-01,validation,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,912,526,66,50,31,52,474082.78,2,29,27,1,49,63,70,60.6667,552350.13,0.469697,43,390457.05,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-08-01,2025-08-01,2025-09-01,validation,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,879,426,52,40,25,43,390457.05,2,23,21,1,52,49,63,54.6667,500779.90,0.480769,50,459428.65,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-09-01,2025-09-01,2025-10-01,validation,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,882,554,83,46,26,50,459428.65,3,23,22,1,43,52,49,48.0000,436166.32,0.313253,46,433427.60,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-10-01,2025-10-01,2025-11-01,validation,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1119,734,49,36,25,46,433427.60,2,23,20,1,50,43,52,48.3333,441322.82,0.510204,76,686321.45,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-11-01,2025-11-01,2025-12-01,validation,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1972,1501,105,74,36,76,686321.45,4,32,31,1,46,50,43,46.3333,427771.10,0.342857,74,663686.42,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2025-12-01,2025-12-01,2026-01-01,purge,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,950,469,87,67,38,74,663686.42,3,35,31,1,76,46,50,57.3333,526392.56,0.436782,40,349470.31,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2026-01-01,2026-01-01,2026-02-01,test,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,611,264,55,39,24,40,349470.31,2,22,19,1,74,76,46,65.3333,594478.49,0.436364,67,594196.97,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2026-02-01,2026-02-01,2026-03-01,test,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,2737,1674,112,67,33,67,594196.97,3,30,29,1,40,74,76,63.3333,566492.73,0.294643,56,527296.14,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2026-03-01,2026-03-01,2026-04-01,test,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1591,746,74,43,29,56,527296.14,2,27,26,1,67,40,74,60.3333,535784.57,0.391892,63,576985.03,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2026-04-01,2026-04-01,2026-05-01,test,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1582,967,84,58,33,63,576985.03,3,30,29,1,56,67,40,54.3333,490321.14,0.392857,50,452328.83,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2026-05-01,2026-05-01,2026-06-01,test,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1082,505,87,49,27,50,452328.83,2,25,23,1,63,56,67,62.0000,566159.38,0.310345,53,483530.46,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-182-2026-06-01,2026-06-01,2026-07-01,test,182,walton-wpf-16e-pedestal-fan,electronic,75.20,4.200,216000.000,3,3,4.80,1894,1266,73,56,34,53,483530.46,3,31,29,1,50,63,56,56.3333,518870.00,0.465753,56,521845.31,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-183-2023-04-01,2023-04-01,2023-05-01,train,183,vision-rechargeable-fan-12,electronic,2632.00,1.800,38912.000,3,3,4.80,1207,559,53,38,19,19,6016087.63,1,18,13,1,18,13,15,15.3333,4821360.89,0.358491,17,5327385.40,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
